13.2,208,2.319,2.961,2.454,2.057,122,3.27,2.67,2.92,2.73,0,20181106,8101010001,ìVâñêÏêÖån,ìVâñêÏ
28,-21.5,2.82,-9999,,,,,,,,,,,,
0,-17.5,2.84,0,,,,,,,,,,,,
0,-15,2.52,0,,,,,,,,,,,,
28,-11.43,2.5,0,,,,,,,,,,,,
19,-7.43,2.5,0,,,,,,,,,,,,
5,-6.75,2.48,0,,,,,,,,,,,,
0,-4.01,1.1,0,,,,,,,,,,,,
0,-3.4,1.11,0,,,,,,,,,,,,
5,-1.62,2.08,0,,,,,,,,,,,,
2,0,2.21,0,,,,,,,,,,,,
1,0,2.319,0,,,,,,,,,,,,
0,0.39,2.29,0,,,,,,,,,,,,
0,2.83,3.1,0,,,,,,,,,,,,
24,10.42,3.27,0,,,,,,,,,,,,
0,23.33,4.88,0,,,,,,,,,,,,
3,39.07,7.99,0,,,,,,,,,,,,
0,40.29,8.55,0,,,,,,,,,,,,
0,42.56,8.6,0,,,,,,,,,,,,
0,44.77,8.57,0,,,,,,,,,,,,
3,45.93,8.07,0.035,,,,,,,,,,,,
0,57.65,5.46,0.035,,,,,,,,,,,,
24,74.59,2.67,0.035,,,,,,,,,,,,
0,85.36,2.53,0.035,,,,,,,,,,,,
0,98.54,2.4,0.035,,,,,,,,,,,,
0,106.39,2.39,0.035,,,,,,,,,,,,
12,117.59,2.454,0.035,,,,,,,,,,,,
2,117.59,2.29,0.025,,,,,,,,,,,,
13,119.39,2.15,0.025,,,,,,,,,,,,
16,121.09,0.08,0.025,,,,,,,,,,,,
0,121.49,-0.16,0.025,,,,,,,,,,,,
0,125,-0.4,0.025,,,,,,,,,,,,
0,130,-0.97,0.025,,,,,,,,,,,,
0,135,-1.07,0.025,,,,,,,,,,,,
0,140,-1.05,0.025,,,,,,,,,,,,
0,145,-1.13,0.025,,,,,,,,,,,,
0,150,-1.16,0.025,,,,,,,,,,,,
0,155,-1.3,0.025,,,,,,,,,,,,
0,160,-1.39,0.025,,,,,,,,,,,,
0,165,-1.54,0.025,,,,,,,,,,,,
0,170,-1.75,0.025,,,,,,,,,,,,
0,175,-2.02,0.025,,,,,,,,,,,,
0,180,-2.39,0.025,,,,,,,,,,,,
0,185,-2.86,0.025,,,,,,,,,,,,
0,190,-3.33,0.025,,,,,,,,,,,,
0,195,-3.62,0.025,,,,,,,,,,,,
0,200,-4,0.025,,,,,,,,,,,,
0,205,-4.21,0.025,,,,,,,,,,,,
0,210,-4.48,0.025,,,,,,,,,,,,
0,215,-4.76,0.025,,,,,,,,,,,,
0,220,-5.07,0.025,,,,,,,,,,,,
0,225,-5.5,0.025,,,,,,,,,,,,
0,230,-5.57,0.025,,,,,,,,,,,,
0,235,-5.81,0.025,,,,,,,,,,,,
0,240,-6.16,0.025,,,,,,,,,,,,
0,245,-6.49,0.025,,,,,,,,,,,,
0,250,-6.57,0.025,,,,,,,,,,,,
0,255,-6.56,0.025,,,,,,,,,,,,
0,260,-6.61,0.025,,,,,,,,,,,,
0,265,-6.47,0.025,,,,,,,,,,,,
0,270,-6.49,0.025,,,,,,,,,,,,
0,275,-7.14,0.025,,,,,,,,,,,,
0,280,-6.7,0.025,,,,,,,,,,,,
0,285,-7.22,0.025,,,,,,,,,,,,
0,290,-7.22,0.025,,,,,,,,,,,,
0,295,-6.48,0.025,,,,,,,,,,,,
0,300,-6.28,0.025,,,,,,,,,,,,
0,305,-3.51,0.025,,,,,,,,,,,,
0,310,-2.01,0.025,,,,,,,,,,,,
0,310.99,-1.72,0.025,,,,,,,,,,,,
16,311.19,0.08,0.025,,,,,,,,,,,,
0,311.79,1.73,0.025,,,,,,,,,,,,
2,312.62,1.76,0.025,,,,,,,,,,,,
12,312.62,2.057,0.025,,,,,,,,,,,,
13,315.29,2.17,0.025,,,,,,,,,,,,
0,322.79,2.25,0.035,,,,,,,,,,,,
0,330.79,2.28,0.035,,,,,,,,,,,,
0,332.02,2.28,0.035,,,,,,,,,,,,
0,336.47,2.36,0.035,,,,,,,,,,,,
0,346.47,2.37,0.035,,,,,,,,,,,,
0,356.47,2.35,0.035,,,,,,,,,,,,
0,366.47,2.37,0.035,,,,,,,,,,,,
0,376.47,2.3,0.035,,,,,,,,,,,,
0,386.47,1.95,0.035,,,,,,,,,,,,
0,396.47,1.92,0.035,,,,,,,,,,,,
0,406.47,1.93,0.035,,,,,,,,,,,,
0,416.47,2,0.035,,,,,,,,,,,,
0,426.47,1.81,0.035,,,,,,,,,,,,
0,436.47,2.02,0.035,,,,,,,,,,,,
0,446.47,1.68,0.035,,,,,,,,,,,,
0,456.47,1.68,0.035,,,,,,,,,,,,
0,466.47,1.8,0.035,,,,,,,,,,,,
0,476.47,2.08,0.035,,,,,,,,,,,,
0,482.27,2.11,0.035,,,,,,,,,,,,
0,484.41,2.3,0.035,,,,,,,,,,,,
0,486.31,2.9,0.035,,,,,,,,,,,,
5,491.31,2.74,0.035,,,,,,,,,,,,
0,494.41,0.76,0.035,,,,,,,,,,,,
0,499.41,0.5,0.035,,,,,,,,,,,,
5,501.71,2.03,0.035,,,,,,,,,,,,
0,502.71,2.07,0.035,,,,,,,,,,,,
0,503.56,2.24,0.035,,,,,,,,,,,,
0,505.41,3.1,0.035,,,,,,,,,,,,
0,510.71,2.32,0.035,,,,,,,,,,,,
25,514.44,2.16,0.035,,,,,,,,,,,,
0,531.14,5.25,0.035,,,,,,,,,,,,
3,532.86,6.2,0.035,,,,,,,,,,,,
0,538.86,6.21,0,,,,,,,,,,,,
0,546.35,6.2,0,,,,,,,,,,,,
0,547.18,6.34,0,,,,,,,,,,,,
0,551.65,6.31,0,,,,,,,,,,,,
0,552.72,6.05,0,,,,,,,,,,,,
3,562.93,5.82,0,,,,,,,,,,,,
25,578.84,2.92,0,,,,,,,,,,,,
0,586,2.98,0,,,,,,,,,,,,
18,596.47,2.961,0,,,,,,,,,,,,
2,596.47,2.73,0,,,,,,,,,,,,
5,598.63,2.55,0,,,,,,,,,,,,
0,602.65,-0.65,0,,,,,,,,,,,,
0,605.12,-0.66,0,,,,,,,,,,,,
5,609.11,2.57,0,,,,,,,,,,,,
28,616.47,2.68,0,,,,,,,,,,,,
28,626.47,2.78,0,,,,,,,,,,,,
